client_id,subscription_id,cycle_number,tenure_months,contract,monthly_charges,total_charges,payment_method,paperless_billing,nivel_reportes,control_stock,duracion_ciclo_dias,dias_restantes_al_corte,renovacion_automatica,alertas_enviadas,renovaciones_previas,region,client_estado,partner,dependents,target_renovo
CL-00222,2236,10,10,mensual,59.32,478.09,tarjeta,0,avanzado,1,30,10,0,0,9,Lima,activo,si,si,1
CL-00223,2382,5,71,anual,117.19,8578.87,transferencia,0,basico,0,365,3,1,1,4,Lima,activo,no,si,1
CL-00224,897,4,57,enterprise,222.68,11601.24,transferencia,1,basico,0,365,19,0,0,3,Arequipa,activo,si,si,1
CL-00225,743,29,29,mensual,38.58,912.65,factura,1,basico,0,30,11,0,1,28,Lima,activo,no,no,1
CL-00226,119,2,33,enterprise,396.56,12900.12,transferencia,0,basico,0,365,12,1,1,1,Trujillo,inactivo,no,si,0
CL-00227,1423,12,12,mensual,33.32,370.29,yape,0,avanzado,1,30,9,0,1,11,Lima,activo,si,si,1
CL-00228,897,4,54,anual,239.51,11125.41,transferencia,0,premium,0,365,25,0,0,3,Lima,activo,si,no,1
CL-00229,2104,1,23,anual,73.52,1277.5,transferencia,1,avanzado,1,365,5,1,1,0,Lima,activo,si,si,1
CL-00230,1072,25,25,mensual,79.31,1952.68,transferencia,1,basico,1,30,41,0,0,24,Lima,activo,no,no,1
CL-00231,487,47,47,mensual,136.12,6175.21,factura,0,avanzado,1,30,2,0,1,46,Piura,activo,no,no,1
CL-00232,1679,27,27,mensual,198.13,4432.78,tarjeta,0,avanzado,1,30,8,0,1,26,Arequipa,activo,no,no,1
CL-00233,667,2,26,enterprise,116.12,2504.92,tarjeta,0,premium,0,365,26,1,0,1,Chiclayo,activo,no,si,1
CL-00234,2417,2,32,anual,138.97,3697.48,yape,0,avanzado,0,365,7,1,1,1,Trujillo,activo,no,si,1
CL-00235,1400,4,51,enterprise,153.68,7454.62,tarjeta,0,basico,0,365,23,1,0,3,Lima,activo,no,no,1
CL-00236,777,5,72,enterprise,136.95,8265.51,tarjeta,1,avanzado,0,365,4,1,1,4,Lima,activo,no,no,1
CL-00237,1518,46,46,mensual,89.12,3456.34,tarjeta,1,basico,0,30,40,0,0,45,Arequipa,inactivo,no,no,1
CL-00238,1892,4,52,enterprise,446.65,20043.53,tarjeta,1,basico,0,365,27,1,0,3,Lima,activo,si,no,1
CL-00239,886,27,27,mensual,94.47,2663.07,tarjeta,0,premium,0,30,14,0,1,26,Trujillo,activo,si,si,1
CL-00240,2216,14,14,mensual,222.72,2768.95,tarjeta,1,premium,1,30,28,0,0,13,Piura,activo,no,no,1
CL-00241,253,3,48,enterprise,357.77,14823.92,factura,0,basico,0,365,25,1,0,2,Lima,activo,si,no,1
CL-00242,620,2,36,enterprise,171.42,5498.51,yape,0,avanzado,0,365,37,1,0,1,Piura,activo,si,no,0
CL-00243,423,1,1,mensual,77.77,75.11,tarjeta,1,basico,1,30,33,0,0,0,Chiclayo,activo,no,no,0
CL-00244,1951,24,24,mensual,86.0,2095.18,tarjeta,0,basico,1,30,38,0,0,23,Lima,activo,no,si,1
CL-00245,1059,2,30,anual,304.27,9559.32,factura,0,premium,0,365,39,1,0,1,Arequipa,activo,si,no,0
CL-00246,2386,1,19,enterprise,63.88,1087.27,yape,1,premium,1,365,5,0,1,0,Lima,activo,no,si,1
CL-00247,652,5,68,anual,80.21,4843.63,transferencia,0,basico,0,365,35,0,0,4,Lima,activo,si,no,1
CL-00248,1943,44,44,mensual,92.72,3464.03,transferencia,0,avanzado,1,30,41,0,0,43,Lima,inactivo,si,no,1
CL-00249,1717,66,66,mensual,140.13,9098.09,tarjeta,0,basico,1,30,9,0,1,65,Lima,inactivo,no,no,1
CL-00250,993,38,38,mensual,171.27,6161.21,tarjeta,1,avanzado,0,30,38,0,0,37,Cusco,activo,si,si,1
CL-00251,2303,2,34,anual,269.85,7881.32,transferencia,0,premium,1,365,28,1,0,1,Piura,activo,si,no,1
CL-00252,1458,1,9,enterprise,441.46,3597.93,transferencia,0,avanzado,0,365,30,1,0,0,Lima,activo,si,si,1
CL-00253,1151,32,32,mensual,134.84,3502.59,factura,0,avanzado,0,30,33,0,0,31,Lima,activo,no,si,1
CL-00254,1864,32,32,mensual,153.7,4712.8,tarjeta,0,basico,1,30,16,0,0,31,Cusco,activo,si,si,1
CL-00255,2261,1,1,mensual,66.62,55.0,tarjeta,0,avanzado,1,30,41,0,0,0,Trujillo,inactivo,si,no,0
CL-00256,2020,1,19,anual,58.58,951.48,factura,1,premium,1,365,34,1,0,0,Lima,activo,si,no,0
CL-00257,358,1,24,enterprise,290.41,5369.81,factura,1,basico,0,365,20,0,0,0,Cusco,activo,si,si,0
CL-00258,1771,42,42,mensual,73.92,2533.27,tarjeta,1,basico,1,30,28,0,0,41,Cusco,suspendido,si,no,1
CL-00259,1350,43,43,mensual,122.48,4257.89,tarjeta,0,basico,1,30,43,0,0,42,Lima,inactivo,si,si,1
CL-00260,2444,1,18,anual,225.11,3932.82,transferencia,1,avanzado,0,365,16,1,0,0,Arequipa,activo,no,si,1
CL-00261,2215,43,43,mensual,119.99,4944.62,tarjeta,1,basico,1,30,41,0,0,42,Lima,activo,no,no,1
CL-00262,2154,2,27,enterprise,484.4,11920.58,factura,0,avanzado,1,365,1,1,1,1,Lima,inactivo,si,no,0
CL-00263,329,1,1,mensual,168.95,146.33,tarjeta,0,basico,1,30,36,0,0,0,Lima,activo,no,no,0
CL-00264,538,20,20,mensual,155.28,3157.85,tarjeta,1,premium,0,30,27,0,0,19,Lima,activo,no,si,1
CL-00265,2222,4,58,enterprise,214.4,12624.53,transferencia,1,basico,1,365,32,1,0,3,Piura,activo,no,si,1
CL-00266,2498,1,1,mensual,104.07,96.87,yape,0,premium,1,30,26,0,0,0,Lima,activo,no,si,0
CL-00267,1893,35,35,mensual,75.61,2507.11,factura,1,premium,0,30,22,0,0,34,Piura,activo,no,si,1
CL-00268,1761,71,71,mensual,109.27,7672.33,transferencia,0,avanzado,0,30,7,0,0,70,Arequipa,activo,si,no,1
CL-00269,1269,13,13,mensual,264.36,3322.69,tarjeta,1,basico,1,30,11,0,1,12,Trujillo,activo,si,si,1
CL-00270,2282,32,32,mensual,111.26,2910.46,yape,1,premium,0,30,41,0,0,31,Arequipa,inactivo,si,no,1
CL-00271,213,1,1,mensual,156.66,141.15,tarjeta,0,avanzado,1,30,19,0,0,0,Lima,activo,no,si,0
CL-00272,1243,72,72,mensual,64.01,3666.54,tarjeta,0,avanzado,0,30,8,0,0,71,Lima,activo,si,no,1
CL-00273,266,30,30,mensual,181.22,5397.53,tarjeta,1,basico,0,30,6,0,1,29,Lima,activo,no,no,1
CL-00274,2233,2,33,anual,245.25,7656.81,tarjeta,0,basico,1,365,13,1,1,1,Trujillo,activo,no,si,1
CL-00275,1004,5,65,anual,216.59,14693.96,transferencia,0,avanzado,0,365,33,0,0,4,Piura,activo,si,si,1
CL-00276,2461,48,48,mensual,135.87,5158.41,yape,1,avanzado,0,30,17,0,0,47,Lima,activo,no,no,1
CL-00277,163,10,10,mensual,185.86,1678.4,tarjeta,1,premium,0,30,20,0,0,9,Lima,activo,no,si,0
CL-00278,2056,16,16,mensual,180.5,2793.28,transferencia,0,avanzado,1,30,31,0,0,15,Piura,activo,no,si,1
CL-00279,553,3,44,enterprise,341.01,15157.53,tarjeta,1,basico,0,365,28,0,0,2,Lima,activo,si,no,1
CL-00280,1994,1,17,enterprise,241.48,4129.87,transferencia,1,avanzado,1,365,4,1,0,0,Lima,suspendido,si,no,0
CL-00281,1999,1,1,mensual,149.31,121.03,transferencia,0,basico,1,30,18,0,0,0,Lima,activo,no,no,0
CL-00282,540,31,31,mensual,81.23,2630.68,tarjeta,0,basico,1,30,32,0,0,30,Lima,activo,no,no,1
CL-00283,1019,1,1,mensual,93.02,97.15,factura,0,basico,0,30,32,0,0,0,Lima,activo,no,si,0
CL-00284,338,72,72,mensual,93.25,6987.38,transferencia,0,basico,0,30,19,0,0,71,Trujillo,activo,no,no,1
CL-00285,1575,2,36,anual,47.8,1607.37,factura,0,basico,1,365,10,1,1,1,Lima,activo,si,si,1
CL-00286,1923,10,10,mensual,181.16,1810.84,factura,0,basico,0,30,9,0,1,9,Cusco,activo,no,si,0
CL-00287,112,15,15,mensual,53.16,616.24,tarjeta,0,basico,1,30,5,0,1,14,Trujillo,activo,no,no,1
CL-00288,1766,1,1,mensual,91.82,75.9,factura,0,premium,1,30,6,0,0,0,Lima,activo,si,no,0
CL-00289,702,5,5,mensual,83.31,323.91,yape,0,basico,1,30,44,0,0,4,Chiclayo,activo,no,si,0
CL-00290,1561,57,57,mensual,123.39,6341.64,transferencia,0,premium,1,30,19,0,0,56,Chiclayo,activo,si,no,1
CL-00291,2339,5,72,enterprise,284.62,21300.44,yape,1,premium,1,365,15,1,0,4,Chiclayo,activo,no,no,1
CL-00292,1116,50,50,mensual,106.31,5021.83,transferencia,1,premium,0,30,21,0,0,49,Lima,activo,no,si,1
CL-00293,1780,2,30,enterprise,320.03,8529.21,transferencia,1,basico,0,365,24,1,0,1,Trujillo,inactivo,no,si,1
CL-00294,163,21,21,mensual,81.18,1684.07,transferencia,0,basico,1,30,7,0,1,20,Lima,activo,si,no,1
CL-00295,125,1,8,enterprise,160.75,1176.82,yape,0,avanzado,1,365,41,1,0,0,Lima,activo,no,no,1
CL-00296,1427,5,72,enterprise,354.7,22660.08,factura,1,avanzado,0,365,22,1,0,4,Lima,activo,no,no,1
CL-00297,1580,2,27,enterprise,88.85,2252.13,tarjeta,1,basico,0,365,26,1,0,1,Trujillo,activo,no,si,0
CL-00298,1331,5,72,enterprise,253.22,16473.2,transferencia,1,basico,1,365,23,1,0,4,Lima,activo,si,no,1
CL-00299,1762,5,66,enterprise,255.33,15882.19,tarjeta,0,avanzado,0,365,43,1,0,4,Lima,activo,no,si,1
CL-00300,1793,1,1,anual,240.35,238.14,factura,0,avanzado,0,365,45,1,0,0,Chiclayo,activo,no,no,0
CL-00301,2409,1,16,enterprise,98.85,1405.61,tarjeta,0,basico,0,365,6,0,1,0,Trujillo,activo,no,no,0
CL-00302,224,15,15,mensual,97.41,1277.78,tarjeta,1,basico,0,30,33,0,0,14,Piura,activo,no,no,1
CL-00303,1024,30,30,mensual,105.0,2890.44,yape,1,avanzado,0,30,8,0,1,29,Lima,activo,no,si,1
CL-00304,1007,30,30,mensual,182.23,5584.03,yape,0,avanzado,0,30,1,0,1,29,Arequipa,activo,si,no,1
CL-00305,1354,5,72,enterprise,270.03,17048.73,transferencia,0,avanzado,0,365,25,0,0,4,Trujillo,activo,no,no,1
CL-00306,1052,5,5,mensual,56.69,284.68,transferencia,0,premium,1,30,22,0,0,4,Lima,activo,no,si,0
CL-00307,1866,37,37,mensual,93.18,3224.08,yape,1,avanzado,1,30,23,0,0,36,Lima,activo,si,si,1
CL-00308,1161,3,47,anual,206.4,7311.68,tarjeta,0,basico,0,365,1,1,1,2,Lima,activo,no,no,1
CL-00309,953,32,32,mensual,45.78,1308.01,tarjeta,0,basico,0,30,29,0,0,31,Arequipa,activo,si,si,1
CL-00310,86,35,35,mensual,90.14,2565.44,transferencia,0,basico,0,30,24,0,0,34,Lima,activo,no,no,1
CL-00311,885,6,6,mensual,139.94,667.61,transferencia,1,avanzado,1,30,3,0,1,5,Lima,activo,no,si,0
CL-00312,1463,34,34,mensual,77.0,2147.63,transferencia,0,premium,0,30,16,0,0,33,Piura,activo,no,si,1
CL-00313,2469,44,44,mensual,302.44,12824.65,transferencia,0,avanzado,1,30,7,0,1,43,Cusco,inactivo,si,si,1
CL-00314,483,40,40,mensual,98.92,3712.33,yape,0,avanzado,1,30,41,0,0,39,Cusco,activo,no,si,1
CL-00315,1879,46,46,mensual,167.16,7005.44,tarjeta,1,basico,1,30,34,0,0,45,Arequipa,activo,si,no,1
CL-00316,2280,67,67,mensual,77.23,4649.62,tarjeta,0,avanzado,0,30,23,0,0,66,Arequipa,activo,si,no,1
CL-00317,1270,55,55,mensual,165.86,7906.78,transferencia,1,basico,1,30,4,0,1,54,Arequipa,activo,si,si,1
CL-00318,1580,2,34,anual,270.01,9326.95,tarjeta,1,basico,0,365,39,1,0,1,Cusco,activo,no,si,1
CL-00319,498,3,3,mensual,85.67,264.65,factura,0,avanzado,1,30,16,0,0,2,Trujillo,activo,si,si,0
CL-00320,2077,1,17,enterprise,254.28,4233.41,factura,1,basico,1,365,27,1,0,0,Lima,activo,si,no,1
CL-00321,1651,2,26,enterprise,150.25,3267.66,transferencia,0,basico,1,365,33,1,0,1,Lima,activo,no,si,1
CL-00322,1230,38,38,mensual,48.54,1889.08,tarjeta,1,basico,1,30,18,0,0,37,Trujillo,inactivo,no,no,1
CL-00323,1651,20,20,mensual,207.41,4130.53,tarjeta,0,basico,1,30,44,0,0,19,Arequipa,activo,si,no,1
CL-00324,927,9,9,mensual,77.93,552.12,transferencia,0,basico,1,30,11,0,1,8,Chiclayo,activo,si,no,0
CL-00325,483,1,3,enterprise,94.97,242.89,factura,0,avanzado,1,365,16,0,0,0,Lima,activo,si,si,0
CL-00326,646,1,1,anual,314.29,266.61,tarjeta,1,basico,0,365,9,1,1,0,Cusco,activo,no,no,0
CL-00327,75,2,26,enterprise,157.15,3959.29,tarjeta,0,basico,0,365,16,0,0,1,Trujillo,activo,no,no,0
CL-00328,991,1,1,mensual,125.76,114.09,transferencia,1,avanzado,0,30,36,0,0,0,Cusco,activo,si,si,0
CL-00329,1130,1,7,anual,352.32,2047.14,transferencia,0,basico,0,365,22,0,0,0,Trujillo,activo,no,no,0
CL-00330,2302,22,22,mensual,112.87,2034.28,yape,1,avanzado,0,30,40,0,0,21,Piura,suspendido,si,no,1
CL-00331,1062,1,1,anual,160.91,142.77,yape,0,premium,0,365,41,1,0,0,Cusco,activo,si,si,0
CL-00332,2312,41,41,mensual,40.63,1582.18,yape,0,avanzado,0,30,15,0,0,40,Cusco,activo,si,no,1
CL-00333,315,4,50,anual,51.44,2321.53,transferencia,0,avanzado,1,365,36,1,0,3,Lima,activo,no,si,1
CL-00334,2348,1,18,enterprise,266.89,3979.22,tarjeta,1,avanzado,1,365,23,1,0,0,Lima,activo,no,no,1
CL-00335,1045,21,21,mensual,112.51,2211.49,yape,0,basico,1,30,20,0,0,20,Arequipa,activo,si,no,1
CL-00336,1915,3,45,anual,229.79,10854.2,transferencia,0,avanzado,0,365,13,1,1,2,Arequipa,activo,no,si,1
CL-00337,595,14,14,mensual,95.54,1074.06,tarjeta,1,avanzado,0,30,3,0,0,13,Chiclayo,activo,no,si,0
CL-00338,447,1,13,anual,156.97,1853.93,factura,0,avanzado,1,365,21,0,0,0,Trujillo,activo,no,si,0
CL-00339,1422,61,61,mensual,29.74,1565.05,yape,1,avanzado,1,30,31,0,0,60,Cusco,activo,si,no,1
CL-00340,1794,4,54,enterprise,359.92,15850.28,transferencia,1,avanzado,0,365,40,1,0,3,Trujillo,activo,si,si,0
CL-00341,659,47,47,mensual,141.89,6753.18,factura,0,avanzado,0,30,19,0,0,46,Trujillo,activo,si,no,1
CL-00342,839,4,55,enterprise,647.03,36915.14,yape,0,premium,1,365,7,1,0,3,Piura,activo,no,no,0
CL-00343,1061,1,1,enterprise,297.24,254.16,factura,0,avanzado,1,365,22,1,0,0,Lima,activo,no,no,0
CL-00344,1063,5,65,anual,105.84,5876.47,yape,1,avanzado,1,365,14,1,1,4,Piura,activo,si,no,1
CL-00345,2471,3,41,enterprise,284.52,9070.12,yape,1,avanzado,0,365,42,0,0,2,Cusco,activo,no,no,1
CL-00346,1154,4,57,enterprise,208.32,11106.28,tarjeta,0,avanzado,0,365,32,1,0,3,Chiclayo,activo,si,no,1
CL-00347,1908,3,41,enterprise,290.0,9012.19,transferencia,0,premium,0,365,41,0,0,2,Lima,activo,si,no,0
CL-00348,640,33,33,mensual,93.66,2778.19,transferencia,0,avanzado,1,30,14,0,0,32,Piura,activo,si,no,1
CL-00349,1693,2,25,anual,75.93,1510.71,yape,0,basico,0,365,21,1,0,1,Lima,activo,si,no,1
CL-00350,521,41,41,mensual,35.6,1389.09,factura,0,avanzado,0,30,4,0,1,40,Lima,activo,no,si,1
CL-00351,1788,1,24,anual,211.71,5226.73,tarjeta,1,basico,1,365,7,1,0,0,Lima,activo,si,no,0
CL-00352,259,53,53,mensual,172.61,7104.91,yape,0,avanzado,0,30,17,0,0,52,Lima,activo,no,si,1
CL-00353,752,1,1,anual,229.13,225.31,tarjeta,0,premium,0,365,18,0,0,0,Lima,activo,no,si,0
CL-00354,1103,1,19,anual,196.4,3728.5,yape,0,premium,1,365,31,1,0,0,Piura,activo,no,si,1
CL-00355,2325,72,72,mensual,135.4,7826.94,tarjeta,1,avanzado,1,30,10,0,1,71,Trujillo,activo,si,si,1
CL-00356,1480,16,16,mensual,134.33,2206.86,transferencia,0,basico,1,30,45,0,0,15,Arequipa,activo,si,si,1
CL-00357,485,2,26,enterprise,173.88,4232.79,transferencia,1,avanzado,0,365,36,1,0,1,Piura,inactivo,no,no,1
CL-00358,2206,1,10,enterprise,352.56,3209.99,factura,1,basico,1,365,41,1,0,0,Piura,inactivo,no,no,0
CL-00359,1983,40,40,mensual,183.59,6986.88,yape,1,premium,1,30,14,0,0,39,Chiclayo,activo,no,no,1
CL-00360,45,1,14,anual,184.48,2160.27,tarjeta,0,basico,1,365,26,0,0,0,Piura,activo,si,no,0
CL-00361,334,2,27,enterprise,388.18,7940.54,transferencia,1,premium,0,365,24,1,0,1,Cusco,activo,si,si,1
CL-00362,114,53,53,mensual,77.24,3613.18,transferencia,0,avanzado,1,30,35,0,0,52,Lima,activo,si,no,1
CL-00363,580,15,15,mensual,101.18,1476.73,transferencia,0,avanzado,1,30,39,0,0,14,Arequipa,activo,si,no,1
CL-00364,1858,51,51,mensual,110.65,5787.59,tarjeta,1,premium,1,30,26,0,0,50,Lima,activo,si,si,1
CL-00365,438,4,52,anual,161.92,7401.3,factura,1,avanzado,1,365,44,1,0,3,Lima,activo,no,no,1
CL-00366,1976,58,58,mensual,188.68,9073.14,tarjeta,0,avanzado,0,30,23,0,0,57,Lima,activo,no,si,1
CL-00367,1011,2,35,enterprise,100.27,2770.32,tarjeta,1,basico,1,365,13,0,1,1,Lima,activo,no,no,1
CL-00368,86,5,72,anual,187.02,13878.13,transferencia,1,basico,0,365,8,1,1,4,Chiclayo,activo,no,si,1
CL-00369,1386,58,58,mensual,97.45,4630.67,tarjeta,1,avanzado,0,30,17,0,0,57,Arequipa,activo,no,si,1
CL-00370,1904,3,40,enterprise,114.76,4697.45,transferencia,1,basico,0,365,14,0,1,2,Cusco,activo,si,si,1
CL-00371,878,1,10,enterprise,337.88,2720.36,tarjeta,0,avanzado,1,365,10,1,0,0,Lima,activo,no,no,0
CL-00372,1398,29,29,mensual,90.76,1988.35,transferencia,0,avanzado,1,30,21,0,0,28,Lima,activo,si,no,1
CL-00373,2027,67,67,mensual,93.21,5103.88,transferencia,0,basico,1,30,12,0,1,66,Piura,activo,si,no,1
CL-00374,799,72,72,mensual,197.62,12775.0,transferencia,0,avanzado,1,30,45,0,0,71,Lima,activo,si,no,1
CL-00375,935,68,68,mensual,189.63,11020.08,tarjeta,1,premium,1,30,14,0,0,67,Trujillo,activo,no,no,1
CL-00376,1632,51,51,mensual,117.36,6118.93,transferencia,1,premium,1,30,28,0,0,50,Lima,activo,si,no,1
CL-00377,2321,1,1,enterprise,271.48,248.0,yape,0,basico,1,365,34,1,0,0,Lima,activo,si,no,0
CL-00378,768,44,44,mensual,105.27,3637.56,yape,1,basico,0,30,43,0,0,43,Arequipa,activo,no,no,1
CL-00379,550,1,1,mensual,237.34,222.53,tarjeta,0,basico,0,30,31,0,0,0,Arequipa,inactivo,no,no,0
CL-00380,1101,1,1,anual,281.82,244.25,transferencia,1,premium,1,365,12,1,0,0,Lima,activo,no,no,0
CL-00381,164,3,38,anual,144.89,5250.8,transferencia,0,avanzado,1,365,26,1,0,2,Cusco,activo,si,no,1
CL-00382,1219,3,45,enterprise,86.38,3832.11,tarjeta,1,premium,1,365,4,1,1,2,Lima,activo,no,no,1
CL-00383,850,4,54,enterprise,427.55,24142.01,transferencia,0,premium,0,365,13,1,0,3,Trujillo,activo,si,no,1
CL-00384,735,44,44,mensual,95.07,3860.96,yape,0,basico,1,30,45,0,0,43,Trujillo,inactivo,si,no,1
CL-00385,690,45,45,mensual,45.82,1773.29,factura,0,avanzado,1,30,1,0,1,44,Lima,activo,si,no,1
CL-00386,821,1,8,enterprise,384.22,2705.16,tarjeta,1,avanzado,0,365,15,1,0,0,Arequipa,activo,si,no,0
CL-00387,792,2,29,anual,175.78,4438.94,transferencia,0,avanzado,1,365,3,1,1,1,Lima,activo,no,no,1
CL-00388,2227,1,1,enterprise,366.0,323.97,factura,0,premium,1,365,25,0,0,0,Arequipa,activo,no,si,0
CL-00389,369,1,1,mensual,124.56,94.54,transferencia,1,basico,0,30,34,0,0,0,Lima,activo,no,no,0
CL-00390,1020,4,50,enterprise,166.08,6844.14,factura,1,avanzado,1,365,4,0,1,3,Lima,activo,no,no,1
CL-00391,882,1,13,anual,242.05,3292.43,yape,1,basico,0,365,6,0,1,0,Lima,activo,no,si,0
CL-00392,693,53,53,mensual,71.12,3876.43,factura,1,avanzado,1,30,39,0,0,52,Trujillo,activo,no,si,1
CL-00393,395,4,59,anual,181.03,8165.31,yape,0,basico,1,365,13,1,1,3,Piura,activo,si,no,1
CL-00394,1266,1,17,anual,146.7,2603.32,tarjeta,1,avanzado,0,365,1,1,1,0,Lima,activo,no,no,0
CL-00395,1296,46,46,mensual,138.62,6297.36,yape,0,avanzado,0,30,5,0,0,45,Cusco,activo,no,si,1
CL-00396,335,16,16,mensual,117.01,1405.66,tarjeta,1,avanzado,0,30,41,0,0,15,Arequipa,activo,si,si,1
CL-00397,2467,1,1,enterprise,497.62,509.58,yape,1,premium,0,365,42,1,0,0,Lima,inactivo,si,si,1
CL-00398,1411,35,35,mensual,213.26,7748.56,transferencia,1,avanzado,1,30,8,0,0,34,Arequipa,activo,si,si,1
CL-00399,1911,20,20,mensual,86.25,1619.13,yape,1,basico,1,30,13,0,1,19,Piura,inactivo,no,no,1
CL-00400,2102,21,21,mensual,34.38,712.23,tarjeta,1,basico,1,30,9,0,1,20,Chiclayo,activo,si,si,1
CL-00401,662,72,72,mensual,147.7,9036.68,tarjeta,1,basico,1,30,23,0,0,71,Arequipa,activo,si,no,1
CL-00402,1202,1,1,enterprise,274.05,252.59,tarjeta,0,basico,0,365,38,1,0,0,Lima,activo,si,no,0
CL-00403,2007,3,41,enterprise,197.08,7833.55,transferencia,0,basico,0,365,35,0,0,2,Lima,activo,si,no,1
CL-00404,40,7,7,mensual,98.04,630.26,tarjeta,1,basico,1,30,18,0,0,6,Lima,activo,no,no,0
CL-00405,709,4,54,enterprise,210.12,9546.72,tarjeta,1,premium,0,365,32,1,0,3,Arequipa,activo,no,si,1
CL-00406,2258,3,39,enterprise,504.09,18573.52,factura,1,premium,0,365,12,1,0,2,Lima,activo,no,no,1
CL-00407,1657,41,41,mensual,131.24,5389.05,yape,0,basico,1,30,41,0,0,40,Trujillo,activo,si,no,1
CL-00408,1877,1,9,enterprise,364.09,3279.44,transferencia,0,avanzado,1,365,27,0,0,0,Lima,activo,no,no,0
CL-00409,1247,13,13,mensual,161.23,1655.1,yape,1,basico,0,30,42,0,0,12,Trujillo,inactivo,no,no,0
CL-00410,2421,4,55,enterprise,228.23,11091.85,tarjeta,1,avanzado,0,365,12,1,1,3,Trujillo,activo,si,si,1
CL-00411,1652,5,72,anual,163.3,8954.84,yape,0,basico,1,365,43,1,0,4,Piura,activo,si,no,1
CL-00412,2014,3,44,anual,214.58,8873.42,transferencia,0,basico,1,365,13,1,1,2,Lima,activo,si,no,1
CL-00413,1395,10,10,mensual,167.06,1374.32,tarjeta,0,avanzado,1,30,31,0,0,9,Chiclayo,activo,si,no,0
CL-00414,2151,3,40,enterprise,456.99,18811.65,yape,0,avanzado,1,365,3,1,1,2,Trujillo,activo,no,si,1
CL-00415,1741,72,72,mensual,108.86,7332.19,factura,1,avanzado,1,30,11,0,1,71,Trujillo,activo,no,si,1
CL-00416,2288,34,34,mensual,108.23,3202.13,tarjeta,0,premium,1,30,25,0,0,33,Arequipa,activo,si,no,1
CL-00417,159,68,68,mensual,167.92,11069.6,tarjeta,0,basico,1,30,23,0,0,67,Lima,activo,si,no,1
CL-00418,636,1,14,enterprise,260.66,2963.98,yape,0,avanzado,1,365,6,1,0,0,Lima,activo,si,no,0
CL-00419,965,31,31,mensual,66.8,1609.9,tarjeta,1,basico,1,30,1,0,0,30,Arequipa,activo,no,si,1
CL-00420,2463,3,47,enterprise,210.17,7667.44,transferencia,1,basico,0,365,38,1,0,2,Piura,activo,si,si,1
CL-00421,691,3,42,anual,154.97,6019.55,tarjeta,1,basico,1,365,12,0,1,2,Piura,inactivo,no,no,0
CL-00422,635,13,13,mensual,174.22,2302.59,tarjeta,1,basico,1,30,34,0,0,12,Lima,activo,no,si,1
CL-00423,1485,12,12,mensual,148.87,1459.21,yape,0,avanzado,0,30,8,0,0,11,Lima,activo,no,si,1
CL-00424,2440,56,56,mensual,45.68,2501.84,factura,1,avanzado,0,30,13,0,1,55,Arequipa,activo,no,no,1
CL-00425,2467,5,61,anual,103.59,4810.57,transferencia,0,avanzado,0,365,1,0,0,4,Arequipa,activo,no,no,1
CL-00426,1987,5,69,enterprise,216.55,12790.34,yape,0,basico,1,365,25,1,0,4,Lima,inactivo,no,no,1
CL-00427,2015,72,72,mensual,135.86,9254.82,tarjeta,0,basico,1,30,24,0,0,71,Trujillo,activo,si,si,1
CL-00428,1832,2,35,enterprise,263.97,9219.32,tarjeta,1,avanzado,1,365,26,1,0,1,Arequipa,activo,no,si,1
CL-00429,1013,24,24,mensual,73.2,1814.7,tarjeta,0,basico,0,30,34,0,0,23,Piura,activo,no,si,1
CL-00430,575,5,65,enterprise,104.05,6355.91,tarjeta,0,basico,1,365,30,1,0,4,Lima,activo,no,si,1
CL-00431,1596,4,49,enterprise,329.27,14340.14,transferencia,0,basico,0,365,10,1,0,3,Piura,activo,si,no,1
CL-00432,767,1,8,enterprise,244.7,1503.81,factura,1,premium,1,365,19,0,0,0,Piura,activo,si,no,1
CL-00433,2274,1,6,anual,143.12,715.05,tarjeta,0,avanzado,1,365,4,0,0,0,Lima,activo,no,si,0
CL-00434,387,3,44,enterprise,266.12,12024.65,factura,0,basico,0,365,30,0,0,2,Cusco,activo,si,no,1
CL-00435,2123,28,28,mensual,201.43,5216.3,transferencia,0,avanzado,0,30,18,0,0,27,Trujillo,activo,si,si,1
CL-00436,739,31,31,mensual,51.81,1369.7,tarjeta,0,premium,1,30,8,0,0,30,Arequipa,inactivo,no,no,1
CL-00437,1499,58,58,mensual,64.07,3064.43,transferencia,1,basico,1,30,40,0,0,57,Arequipa,activo,no,no,1
CL-00438,2299,51,51,mensual,221.01,8837.96,transferencia,0,basico,1,30,22,0,0,50,Arequipa,activo,no,no,1
CL-00439,530,5,65,anual,175.68,11139.22,yape,0,premium,1,365,3,1,1,4,Lima,activo,no,no,1
CL-00440,1148,1,1,anual,255.46,223.2,yape,1,premium,0,365,5,0,1,0,Lima,activo,si,no,0
CL-00441,1407,3,38,enterprise,419.6,16438.53,transferencia,1,avanzado,0,365,14,1,1,2,Cusco,inactivo,no,no,0
CL-00442,2393,49,49,mensual,93.56,4063.27,yape,1,basico,0,30,43,0,0,48,Lima,inactivo,si,si,1
CL-00443,84,1,1,anual,130.91,130.32,transferencia,0,basico,1,365,5,1,1,0,Trujillo,activo,no,no,1
CL-00444,1479,16,16,mensual,157.18,1984.42,tarjeta,0,premium,0,30,19,0,0,15,Piura,activo,no,si,1
